"";"Species";"Body_size_mm";"Fos";"Ter";"Aqu";"Arb";"Dir";"Lar";"Viv"
"417";"Cornufer_sulcatus";19,1;0;1;1;0;1;0;0
"418";"Cornufer_trossulus";22,7;0;1;1;0;1;0;0
"419";"Cornufer_vertebralis";29,5;0;1;1;1;1;0;0
"420";"Cornufer_vitianus";110;0;1;0;1;1;0;0
"421";"Cornufer_vitiensis";60;0;1;0;1;1;0;0
"422";"Cornufer_vogti";NA;0;1;1;1;1;0;0
"423";"Cornufer_weberi";48,5;0;1;1;0;1;0;0
"424";"Cornufer_wolfi";32;0;1;1;1;1;0;0
"425";"Cornufer_wuenscheorum";NA;0;1;1;0;1;0;0
"426";"Craugastor_bransfordii";30;0;1;1;0;1;0;0
"427";"Craugastor_crassidigitus";48;0;1;1;0;1;0;0
"428";"Craugastor_fitzingeri";53;0;1;0;1;1;0;0
"429";"Craugastor_longirostris";59,6;0;1;1;0;1;0;0
"430";"Craugastor_megacephalus";70;1;1;0;0;1;0;0
"431";"Craugastor_noblei";66;0;1;1;0;1;0;0
"432";"Craugastor_rugosus";69;0;1;1;0;1;0;0
"433";"Craugastor_stejnegerianus";22,4;0;1;1;0;1;0;0
"434";"Craugastor_talamancae";50;0;1;0;1;1;0;0
"435";"Craugastor_taurus";80;0;1;1;1;1;0;0
"436";"Crinia_insignifera";25;0;1;1;0;0;1;0
"437";"Crinia_nimbus";30;0;1;1;0;1;0;0
"438";"Crinia_remota";18;0;1;1;0;0;1;0
"439";"Crinia_signifera";32;0;1;1;0;0;1;0
"440";"Crinia_tasmaniensis";30;0;1;1;0;0;1;0
"441";"Crinia_tinnula";30;0;1;1;0;0;1;0
"442";"Crossodactylus_aeneus";31,7;0;1;1;1;0;1;0
"443";"Crossodactylus_gaudichaudii";35,1;0;1;1;0;0;1;0
"444";"Ctenophryne_aterrima";70;1;1;1;0;0;1;0
"445";"Cycloramphus_boraceiensis";59;0;1;1;0;0;1;0
"446";"Cycloramphus_faustoi";44;0;1;0;0;0;1;0
"447";"Cycloramphus_fuliginosus";64,3;0;1;1;0;0;1;0
"448";"Dendrobates_auratus";42;0;1;1;0;0;1;0
"449";"Dendrophryniscus_brevipollicatus";25;0;1;1;0;0;1;0
"450";"Dendropsophus_anceps";42;0;1;1;0;0;1;0
"451";"Dendropsophus_berthalutzae";24;0;1;1;0;0;1;0
"452";"Dendropsophus_bipunctatus";30;0;1;1;1;0;1;0
"453";"Dendropsophus_branneri";25;0;1;1;1;0;1;0
"454";"Dendropsophus_decipiens";21;0;1;1;1;0;1;0
"455";"Dendropsophus_ebraccatus";37;0;1;1;1;0;1;0
"456";"Dendropsophus_elegans";35,7;0;1;0;1;0;1;0
"457";"Dendropsophus_haddadi";24;0;1;1;0;0;1;0
"458";"Dendropsophus_microcephalus";32;0;1;1;1;0;1;0
"459";"Dendropsophus_microps";33;0;1;1;1;0;1;0
"460";"Dendropsophus_minusculus";24;0;1;0;1;0;1;0
"461";"Dendropsophus_minutus";27,6;0;1;0;1;0;1;0
"462";"Dendropsophus_phlebodes";28;0;1;1;0;0;1;0
"463";"Dendropsophus_seniculus";43;0;1;0;1;0;1;0
"464";"Diasporus_diastema";25;0;0;0;1;1;0;0
"465";"Diasporus_gularis";24,8;0;1;0;1;1;0;0
"466";"Diasporus_vocator";20;0;1;0;1;1;0;0
"467";"Didynamipus_sjostedti";20;0;1;1;0;NA;NA;NA
"468";"Discoglossus_montalentii";65;1;1;1;0;0;1;0
"469";"Discoglossus_pictus";80;1;1;1;0;0;1;0
"470";"Discoglossus_sardus";70;1;1;1;0;0;1;0
"471";"Dryophytes_andersonii";51;0;1;0;1;0;1;0
"472";"Dryophytes_avivoca";52;0;1;1;1;0;1;0
"473";"Dryophytes_chrysoscelis";62;0;1;0;1;0;1;0
"474";"Dryophytes_femoralis";44;0;1;0;1;0;1;0
"475";"Dryophytes_gratiosus";70;1;1;0;1;0;1;0
"476";"Dryophytes_japonicus";41;0;1;1;1;0;1;0
"477";"Dryophytes_versicolor";60;0;1;0;1;0;1;0
"478";"Duttaphrynus_atukoralei";27,5;0;1;1;0;0;1;0
"479";"Duttaphrynus_dhufarensis";NA;0;1;1;0;0;1;0
"480";"Duttaphrynus_kotagamai";62,7;0;1;1;0;NA;NA;NA
"481";"Duttaphrynus_melanostictus";160;0;1;0;0;0;1;0
"482";"Duttaphrynus_noellerti";88,8;0;1;0;0;0;1;0
"483";"Duttaphrynus_scaber";43;0;1;0;0;0;1;0
"484";"Duttaphrynus_stomaticus";73,7;0;1;0;0;0;1;0
"485";"Duttaphrynus_sumatranus";NA;0;1;1;0;NA;NA;NA
"486";"Duttaphrynus_totol";46,8;NA;NA;NA;NA;NA;NA;NA
"487";"Duttaphrynus_valhallae";82;NA;NA;NA;NA;NA;NA;NA
"488";"Dyscophus_antongilii";110;0;1;1;0;0;1;0
"489";"Dyscophus_guineti";112,4;0;1;1;0;0;1;0
"490";"Dyscophus_insularis";52;1;1;1;0;0;1;0
"491";"Elachistocleis_ovalis";43,8;0;1;1;0;0;1;0
"492";"Elachistocleis_surinamensis";NA;0;1;1;0;0;1;0
"493";"Eleutherodactylus_abbotti";25;0;1;1;0;1;0;0
"494";"Eleutherodactylus_acmonis";25;0;1;0;1;1;0;0
"495";"Eleutherodactylus_adelus";15;0;1;0;0;1;0;0
"496";"Eleutherodactylus_albipes";33;0;1;0;0;1;0;0
"497";"Eleutherodactylus_alcoae";45;0;1;0;0;1;0;0
"498";"Eleutherodactylus_alticola";26;0;1;0;0;1;0;0
"499";"Eleutherodactylus_amadeus";25;0;1;0;1;1;0;0
"500";"Eleutherodactylus_amplinympha";50;0;0;0;1;1;0;0
"501";"Eleutherodactylus_andrewsi";26;0;1;1;0;1;0;0
"502";"Eleutherodactylus_antillensis";33;0;1;1;1;1;0;0
"503";"Eleutherodactylus_apostates";43;0;1;1;0;1;0;0
"504";"Eleutherodactylus_armstrongi";43;0;1;0;1;1;0;0
"505";"Eleutherodactylus_atkinsi";43;0;1;1;0;1;0;0
"506";"Eleutherodactylus_audanti";25;0;1;1;0;1;0;0
"507";"Eleutherodactylus_auriculatoides";33;0;1;0;1;1;0;0
"508";"Eleutherodactylus_auriculatus";24;0;1;0;1;1;0;0
"509";"Eleutherodactylus_bakeri";35;0;1;0;1;1;0;0
"510";"Eleutherodactylus_barlagnei";33;1;0;1;0;1;0;0
"511";"Eleutherodactylus_bartonsmithi";26;0;1;0;1;1;0;0
"512";"Eleutherodactylus_blairhedgesi";31,4;0;1;1;0;1;0;0
"513";"Eleutherodactylus_bresslerae";46;0;1;1;0;1;0;0
"514";"Eleutherodactylus_brevirostris";28;0;1;1;0;1;0;0
"515";"Eleutherodactylus_brittoni";20;0;1;1;0;1;0;0
"516";"Eleutherodactylus_caribe";20;0;1;1;1;1;0;0
"517";"Eleutherodactylus_casparii";21;0;1;1;0;1;0;0
"518";"Eleutherodactylus_cavernicola";38;1;1;1;0;1;0;0
"519";"Eleutherodactylus_chlorophenax";77;0;1;1;0;1;0;0
"520";"Eleutherodactylus_cochranae";23;0;1;0;1;1;0;0
"521";"Eleutherodactylus_cooki";53;0;1;1;0;1;0;0
"522";"Eleutherodactylus_coqui";52;0;1;0;1;1;0;0
"523";"Eleutherodactylus_corona";19,1;0;1;0;1;1;0;0
"524";"Eleutherodactylus_counouspeus";57;0;1;1;0;1;0;0
"525";"Eleutherodactylus_cubanus";14;0;1;1;0;1;0;0
"526";"Eleutherodactylus_cundalli";46,5;1;1;1;0;1;0;0
"527";"Eleutherodactylus_cuneatus";60,3;0;1;1;1;1;0;0
"528";"Eleutherodactylus_darlingtoni";41;0;1;1;0;1;0;0
"529";"Eleutherodactylus_dimidiatus";58;0;1;1;0;1;0;0
"530";"Eleutherodactylus_diplasius";NA;0;0;0;1;NA;NA;NA
"531";"Eleutherodactylus_dolomedes";21,6;0;1;0;1;1;0;0
"532";"Eleutherodactylus_eileenae";33;0;1;1;1;1;0;0
"533";"Eleutherodactylus_emiliae";27;0;1;1;0;1;0;0
"534";"Eleutherodactylus_eneidae";30;0;1;1;1;1;0;0
"535";"Eleutherodactylus_etheridgei";24;0;1;1;0;1;0;0
"536";"Eleutherodactylus_eunaster";25;0;1;0;1;1;0;0
"537";"Eleutherodactylus_flavescens";41;0;1;1;1;1;0;0
"538";"Eleutherodactylus_fowleri";33;0;1;0;1;1;0;0
"539";"Eleutherodactylus_furcyensis";37;0;1;1;0;1;0;0
"540";"Eleutherodactylus_fuscus";37;0;1;1;0;1;0;0
"541";"Eleutherodactylus_glamyrus";24;0;1;0;1;1;0;0
"542";"Eleutherodactylus_glandulifer";56;0;1;1;0;1;0;0
"543";"Eleutherodactylus_glanduliferoides";16;0;1;1;0;1;0;0
"544";"Eleutherodactylus_glaphycompus";34;0;1;1;0;1;0;0
"545";"Eleutherodactylus_glaucoreius";38;0;1;1;0;1;0;0
"546";"Eleutherodactylus_goini";37;0;1;1;0;1;0;0
"547";"Eleutherodactylus_gossei";34;0;1;1;0;1;0;0
"548";"Eleutherodactylus_grabhami";29;0;1;0;1;1;0;0
"549";"Eleutherodactylus_grahami";25;0;1;1;0;1;0;0
"550";"Eleutherodactylus_greyi";64;0;1;1;0;1;0;0
"551";"Eleutherodactylus_griphus";18,4;0;1;1;1;1;0;0
"552";"Eleutherodactylus_gryllus";17,9;0;1;1;1;1;0;0
"553";"Eleutherodactylus_guanahacabibes";23;0;1;1;0;1;0;0
"554";"Eleutherodactylus_guantanamera";37,3;0;1;0;1;1;0;0
"555";"Eleutherodactylus_gundlachi";26;0;1;1;0;1;0;0
"556";"Eleutherodactylus_haitianus";22;0;1;0;0;1;0;0
"557";"Eleutherodactylus_hedricki";35;0;0;1;1;1;0;0
"558";"Eleutherodactylus_heminota";30;0;1;1;1;1;0;0
"559";"Eleutherodactylus_hypostenor";55;1;1;1;0;1;0;0
"560";"Eleutherodactylus_iberia";11;0;1;1;0;1;0;0
"561";"Eleutherodactylus_inoptatus";88;0;1;1;1;1;0;0
"562";"Eleutherodactylus_intermedius";20;0;1;1;0;1;0;0
"563";"Eleutherodactylus_ionthus";40;0;1;0;1;1;0;0
"564";"Eleutherodactylus_jamaicensis";30;0;1;0;1;1;0;0
"565";"Eleutherodactylus_jasperi";25;0;1;1;1;0;0;1
"566";"Eleutherodactylus_jaumei";12,7;0;1;1;0;1;0;0
"567";"Eleutherodactylus_johnstonei";35;0;1;0;1;1;0;0
"568";"Eleutherodactylus_juanariveroi";17,3;0;0;0;1;1;0;0
"569";"Eleutherodactylus_jugans";33;0;1;1;0;1;0;0
"570";"Eleutherodactylus_junori";27;0;1;1;0;1;0;0
"571";"Eleutherodactylus_karlschmidti";80;0;1;1;1;1;0;0
"572";"Eleutherodactylus_klinikowskii";27;0;1;1;0;1;0;0
"573";"Eleutherodactylus_lamprotes";30;0;1;0;1;1;0;0
"574";"Eleutherodactylus_leberi";33;0;1;1;1;1;0;0
"575";"Eleutherodactylus_lentus";38;0;1;1;0;1;0;0
"576";"Eleutherodactylus_leoncei";42;0;1;1;0;1;0;0
"577";"Eleutherodactylus_limbatus";17;0;1;1;0;1;0;0
"578";"Eleutherodactylus_locustus";20;0;1;1;1;1;0;0
"579";"Eleutherodactylus_lucioi";24;0;1;1;0;1;0;0
"580";"Eleutherodactylus_luteolus";25;0;1;1;0;1;0;0
"581";"Eleutherodactylus_maestrensis";32,4;0;1;0;0;1;0;0
"582";"Eleutherodactylus_mariposa";36;0;1;0;1;1;0;0
"583";"Eleutherodactylus_martinicensis";110;0;1;1;1;1;0;0
"584";"Eleutherodactylus_melacara";35,6;0;1;0;1;1;0;0
"585";"Eleutherodactylus_michaelschmidi";48;0;1;0;0;1;0;0
"586";"Eleutherodactylus_minutus";19;0;1;1;0;1;0;0
"587";"Eleutherodactylus_monensis";49,4;0;1;1;0;1;0;0
"588";"Eleutherodactylus_montanus";44;0;1;0;1;1;0;0
"589";"Eleutherodactylus_nortoni";66;0;1;1;1;1;0;0
"590";"Eleutherodactylus_notidodes";22;0;0;0;1;NA;NA;NA
"591";"Eleutherodactylus_nubicola";49;0;1;1;0;1;0;0
"592";"Eleutherodactylus_orcutti";39;0;1;1;1;1;0;0
"593";"Eleutherodactylus_orientalis";13,3;0;1;1;0;1;0;0
"594";"Eleutherodactylus_oxyrhyncus";55;0;1;1;0;1;0;0
"595";"Eleutherodactylus_pallidus";19;0;1;1;0;1;0;0
"596";"Eleutherodactylus_pantoni";44;0;1;1;0;1;0;0
"597";"Eleutherodactylus_parabates";24;0;1;1;1;1;0;0
"598";"Eleutherodactylus_paralius";NA;0;1;0;0;NA;NA;NA
"599";"Eleutherodactylus_parapelates";52;1;0;0;0;1;0;0
"600";"Eleutherodactylus_patriciae";35;0;1;1;0;1;0;0
"601";"Eleutherodactylus_paulsoni";26;0;1;1;0;1;0;0
"602";"Eleutherodactylus_pentasyringos";39;0;1;1;0;1;0;0
"603";"Eleutherodactylus_pezopetrus";49;0;1;1;0;1;0;0
"604";"Eleutherodactylus_pictissimus";43;0;1;1;0;1;0;0
"605";"Eleutherodactylus_pinarensis";62;0;1;1;0;1;0;0
"606";"Eleutherodactylus_pinchoni";20;0;1;1;0;1;0;0
"607";"Eleutherodactylus_pituinus";29;0;1;1;0;1;0;0
"608";"Eleutherodactylus_planirostris";36;0;1;1;1;1;0;0
"609";"Eleutherodactylus_poolei";34;0;1;1;0;1;0;0
"610";"Eleutherodactylus_portoricensis";42;0;0;0;1;1;0;0
"611";"Eleutherodactylus_principalis";23;0;1;0;1;1;0;0
"612";"Eleutherodactylus_probolaeus";30;0;1;1;1;1;0;0
"613";"Eleutherodactylus_rhodesi";30;0;1;0;0;1;0;0
"614";"Eleutherodactylus_richmondi";50;0;1;1;0;1;0;0
"615";"Eleutherodactylus_ricordii";40;0;1;1;0;1;0;0
"616";"Eleutherodactylus_riparius";42;0;1;1;1;1;0;0
"617";"Eleutherodactylus_rivularis";31;0;1;1;1;1;0;0
"618";"Eleutherodactylus_rogersi";31,8;0;1;0;0;1;0;0
"619";"Eleutherodactylus_ronaldi";28;0;1;1;1;1;0;0
"620";"Eleutherodactylus_rufifemoralis";19;0;1;1;0;1;0;0
"621";"Eleutherodactylus_ruthae";58;1;1;1;0;1;0;0
"622";"Eleutherodactylus_schmidti";58;0;1;1;1;1;0;0
"623";"Eleutherodactylus_schwartzi";35;0;1;1;0;1;0;0
"624";"Eleutherodactylus_sciagraphus";21;0;1;1;0;1;0;0
"625";"Eleutherodactylus_semipalmatus";28;1;1;1;0;1;0;0
"626";"Eleutherodactylus_simulans";24;0;1;1;1;1;0;0
"627";"Eleutherodactylus_sisyphodemus";18;0;1;1;0;1;0;0
"628";"Eleutherodactylus_sommeri";41;0;1;0;1;NA;NA;NA
"629";"Eleutherodactylus_symingtoni";69;0;1;1;0;1;0;0
"630";"Eleutherodactylus_tetajulia";14;0;1;1;0;1;0;0
"631";"Eleutherodactylus_thomasi";43;0;1;1;0;1;0;0
"632";"Eleutherodactylus_thorectes";15;0;1;0;1;1;0;0
"633";"Eleutherodactylus_toa";28,2;0;1;1;0;1;0;0
"634";"Eleutherodactylus_tonyi";33,7;0;1;1;0;1;0;0
"635";"Eleutherodactylus_turquinensis";54;0;1;1;0;1;0;0
"636";"Eleutherodactylus_unicolor";17;1;1;1;0;1;0;0
"637";"Eleutherodactylus_varians";40;0;1;0;1;1;0;0
"638";"Eleutherodactylus_varleyi";18,5;0;1;1;0;1;0;0
"639";"Eleutherodactylus_ventrilineatus";31;0;1;1;0;1;0;0
"640";"Eleutherodactylus_warreni";33;0;1;1;0;1;0;0
"641";"Eleutherodactylus_weinlandi";40;0;1;1;0;1;0;0
"642";"Eleutherodactylus_wetmorei";41;0;1;0;1;1;0;0
"643";"Eleutherodactylus_wightmanae";23;0;1;1;0;1;0;0
"644";"Eleutherodactylus_zeus";83;0;1;1;0;1;0;0
"645";"Eleutherodactylus_zugi";20;0;1;1;0;1;0;0
"646";"Engystomops_pustulatus";30;0;1;1;0;0;1;0
"647";"Engystomops_pustulosus";48,2;1;1;1;0;0;1;0
"648";"Epidalea_calamita";100;0;1;0;0;0;1;0
"649";"Epipedobates_boulengeri";21,8;0;1;1;0;0;1;0
"650";"Espadarana_callistomma";29,42;0;0;0;1;0;1;0
"651";"Espadarana_prosoblepon";31;0;1;1;1;0;1;0
"652";"Euphlyctis_cyanophlyctis";92;1;1;1;0;0;1;0
"653";"Euphlyctis_ehrenbergii";NA;1;1;1;0;0;1;0
"654";"Euphlyctis_hexadactylus";145;0;0;1;0;0;1;0
"655";"Eupsophus_calcaratus";NA;0;1;1;0;0;1;0
"656";"Eupsophus_emiliopugini";NA;0;1;1;0;0;1;0
"657";"Eupsophus_insularis";35,5;0;1;1;0;0;1;0
"658";"Feihyla_kajau";20;0;1;0;1;0;1;0
"659";"Fejervarya_cancrivora";113;0;1;1;1;0;1;0
"660";"Fejervarya_iskandari";40,4;0;1;1;1;0;1;0
"661";"Fejervarya_limnocharis";65;0;1;1;1;0;1;0
"662";"Fejervarya_moodiei";83,6;0;0;1;0;0;1;0
"663";"Fejervarya_sakishimensis";69,2;0;1;1;0;0;1;0
"664";"Fejervarya_verruculosa";NA;0;1;1;1;0;1;0
"665";"Fejervarya_vittigera";80,6;0;1;1;1;0;1;0
"666";"Flectonotus_fitzgeraldi";24;0;1;0;1;0;1;0
"667";"Frostius_pernambucensis";20,65;0;1;0;1;0;1;0
"668";"Gastrophryne_carolinensis";38;1;1;1;0;0;1;0
"669";"Gastrophryne_olivacea";41;1;1;1;0;0;1;0
"670";"Gastrophrynoides_borneensis";28;0;1;1;0;NA;NA;NA
"671";"Gastrotheca_cornuta";81,1;0;1;0;1;1;0;0
"672";"Gastrotheca_fissipes";68;0;1;1;1;1;0;0
"673";"Gastrotheca_microdiscus";49;0;1;0;1;1;0;0
"674";"Geocrinia_laevis";35;0;1;1;0;0;1;0
"675";"Gephyromantis_ambohitra";40,7;0;1;0;1;1;0;0
"676";"Gephyromantis_asper";31;0;1;0;1;1;0;0
"677";"Gephyromantis_azzurrae";43,7;0;0;0;1;0;1;0
"678";"Gephyromantis_blanci";23;0;1;0;0;0;1;0
"679";"Gephyromantis_boulengeri";35;0;1;0;1;1;0;0
"680";"Gephyromantis_cornutus";40;0;1;0;1;NA;NA;NA
"681";"Gephyromantis_corvus";38;0;1;0;0;0;1;0
"682";"Gephyromantis_decaryi";29,1;0;1;0;1;1;0;0
"683";"Gephyromantis_eiselti";23;0;1;0;1;1;0;0
"684";"Gephyromantis_enki";20,7;0;1;0;0;1;0;0
"685";"Gephyromantis_granulatus";45;0;1;0;1;0;1;0
"686";"Gephyromantis_horridus";35;0;1;0;1;1;0;0
"687";"Gephyromantis_klemmeri";26;0;1;0;0;1;0;0
"688";"Gephyromantis_leucocephalus";33;0;1;0;1;1;0;0
"689";"Gephyromantis_leucomaculatus";47;0;0;0;1;1;0;0
"690";"Gephyromantis_luteus";60;0;1;0;1;1;0;0
"691";"Gephyromantis_malagasius";26;0;1;0;0;1;0;0
"692";"Gephyromantis_moseri";39,1;0;1;0;1;NA;NA;NA
"693";"Gephyromantis_plicifer";50;0;1;0;1;1;0;0
"694";"Gephyromantis_pseudoasper";34;0;1;0;1;0;1;0
"695";"Gephyromantis_redimitus";53;0;1;0;1;NA;NA;NA
"696";"Gephyromantis_rivicola";24;0;1;0;0;NA;NA;NA
"697";"Gephyromantis_runewsweeki";24;0;1;0;1;1;0;0
"698";"Gephyromantis_salegy";50;0;0;0;1;1;0;0
"699";"Gephyromantis_schilfi";29;0;1;0;1;1;0;0
"700";"Gephyromantis_silvanus";31;1;1;0;0;NA;NA;NA
"701";"Gephyromantis_spiniferus";38;0;1;0;0;1;0;0
"702";"Gephyromantis_striatus";27;0;1;0;1;NA;NA;NA
"703";"Gephyromantis_tandroka";45;0;1;0;1;NA;NA;NA
"704";"Gephyromantis_thelenae";23,8;0;1;0;1;1;0;0
"705";"Gephyromantis_tschenki";36;0;0;0;1;0;1;0
"706";"Gephyromantis_webbi";31;0;1;0;0;0;1;0
"707";"Gephyromantis_zavona";44;0;0;0;1;NA;NA;NA
"708";"Glandirana_emeljanovi";55,4;0;1;1;0;0;1;0
"709";"Glandirana_rugosa";60;0;1;1;0;0;1;0
"710";"Glyphoglossus_brooksii";73,5;0;1;1;0;0;1;0
"711";"Glyphoglossus_flavus";35,2;1;1;1;0;0;1;0
"712";"Glyphoglossus_guttulatus";50;1;1;1;0;0;1;0
"713";"Glyphoglossus_molossus";50;1;1;1;0;0;1;0
"714";"Glyphoglossus_smithi";40;0;1;1;0;0;1;0
"715";"Glyphoglossus_volzi";34;0;1;1;0;0;1;0
"716";"Guibemantis_albolineatus";24;0;0;0;1;0;1;0
"717";"Guibemantis_bicalcaratus";29;0;0;0;1;0;1;0
"718";"Guibemantis_depressiceps";45;0;0;0;1;0;1;0
"719";"Guibemantis_flavobrunneus";38;0;0;0;1;NA;NA;NA
"720";"Guibemantis_kathrinae";59;0;0;0;1;0;1;0
"721";"Guibemantis_liber";29;0;0;0;1;0;1;0
"722";"Guibemantis_pulcher";28;0;0;0;1;0;1;0
"723";"Guibemantis_punctatus";27;0;0;0;1;0;1;0
"724";"Guibemantis_timidus";55;0;0;0;1;0;1;0
"725";"Guibemantis_tornieri";51;0;0;0;1;0;1;0
"726";"Haddadus_binotatus";63,8;0;1;0;0;1;0;0
"727";"Heleioporus_eyrei";66;1;1;1;0;0;1;0
"728";"Hemiphractus_fasciatus";68,7;0;1;1;1;1;0;0
"729";"Hemisus_guineensis";53;1;0;0;0;0;1;0
"730";"Hemisus_marmoratus";55;1;0;0;0;0;1;0
"731";"Heterixalus_alboguttatus";33;0;1;1;1;0;1;0
"732";"Heterixalus_andrakata";32;0;1;1;1;0;1;0
"733";"Heterixalus_betsileo";29;0;1;1;1;0;1;0
"734";"Heterixalus_boettgeri";29;0;1;1;1;0;1;0
"735";"Heterixalus_carbonei";26,4;0;1;1;1;0;1;0
"736";"Heterixalus_luteostriatus";26,8;0;1;1;1;0;1;0
"737";"Heterixalus_madagascariensis";40;0;1;1;1;0;1;0
"738";"Heterixalus_punctatus";33,1;0;1;1;1;0;1;0
"739";"Heterixalus_rutenbergi";24,5;0;1;1;1;0;1;0
"740";"Heterixalus_tricolor";30;0;1;1;1;0;1;0
"741";"Heterixalus_variabilis";34;0;1;1;1;0;1;0
"742";"Hildebrandtia_ornata";70;1;1;1;0;0;1;0
"743";"Hoplobatrachus_crassus";135;1;1;1;0;0;1;0
"744";"Hoplobatrachus_occipitalis";160;0;1;1;0;0;1;0
"745";"Hoplobatrachus_rugulosus";82,4;0;1;1;1;0;1;0
"746";"Hoplobatrachus_tigerinus";178;0;1;1;1;0;1;0
"747";"Huia_cavitympanum";80;0;1;1;0;0;1;0
"748";"Hyalinobatrachium_colymbiphyllum";29;0;1;1;1;0;1;0
"749";"Hyalinobatrachium_orientale";21;0;1;0;1;0;1;0
"750";"Hyalinobatrachium_valerioi";26;0;1;1;1;0;1;0
"751";"Hydrophylax_gracilis";63,5;0;1;1;1;0;1;0
"752";"Hydrophylax_leptoglossa";56,06;0;1;1;0;0;1;0
"753";"Hydrophylax_malabaricus";75;0;1;1;0;0;1;0
"754";"Hyla_arborea";50;0;1;0;1;0;1;0
"755";"Hyla_chinensis";34,2;0;0;1;1;0;1;0
"756";"Hyla_hallowellii";38,9;0;0;1;1;0;1;0
"757";"Hyla_intermedia";43,93;0;1;0;1;0;1;0
"758";"Hyla_sarda";50;0;1;1;1;0;1;0
"759";"Hyla_savignyi";49;0;0;1;1;0;1;0
"760";"Hyla_simplex";NA;0;1;0;1;0;1;0
"761";"Hylarana_celebensis";42,5;0;1;1;1;0;1;0
"762";"Hylarana_erythraea";75;0;1;1;0;0;1;0
"763";"Hylarana_latouchii";47;0;1;0;0;0;1;0
"764";"Hylarana_macrodactyla";39,8;0;1;0;0;0;1;0
"765";"Hylarana_persimilis";NA;0;1;1;0;0;1;0
"766";"Hylarana_taipehensis";40;0;1;1;0;0;1;0
"767";"Hylodes_asper";44,9;0;1;1;1;0;1;0
"768";"Hylodes_fredi";37,5;0;1;1;0;0;1;0
"769";"Hylodes_nasus";38;0;1;1;1;0;1;0
"770";"Hylodes_phyllodes";32,2;0;1;1;0;0;1;0
"771";"Hylophorbus_infulatus";39;0;1;1;0;1;0;0
"772";"Hylophorbus_nigrinus";28,6;0;1;1;0;1;0;0
"773";"Hylophorbus_picoides";29,2;0;1;1;0;1;0;0
"774";"Hylophorbus_proekes";NA;NA;NA;NA;NA;NA;NA;NA
"775";"Hylophorbus_rainerguentheri";31,4;0;0;0;1;1;0;0
"776";"Hylophorbus_richardsi";23;0;1;1;0;1;0;0
"777";"Hylophorbus_rufescens";42;0;1;1;0;1;0;0
"778";"Hylophorbus_sextus";NA;0;1;1;0;1;0;0
"779";"Hylophorbus_tetraphonus";NA;0;1;1;0;1;0;0
"780";"Hylophorbus_wondiwoi";NA;0;1;1;0;1;0;0
"781";"Hylorina_sylvatica";66;0;1;1;0;0;1;0
"782";"Hyperolius_argus";40;0;1;0;1;0;1;0
"783";"Hyperolius_chlorosteus";37;0;1;0;1;0;1;0
"784";"Hyperolius_concolor";42;0;1;0;1;0;1;0
"785";"Hyperolius_fusciventris";28;0;1;0;1;0;1;0
"786";"Hyperolius_glandicolor";34,9;0;1;1;1;0;1;0
"787";"Hyperolius_guttulatus";37;0;1;1;1;0;1;0
"788";"Hyperolius_igbettensis";21;0;1;0;1;0;1;0
"789";"Hyperolius_lamottei";27;0;1;0;1;0;1;0
"790";"Hyperolius_mariae";28;0;1;0;1;0;1;0
"791";"Hyperolius_marmoratus";43;0;1;0;1;0;1;0
"792";"Hyperolius_mitchelli";32;0;1;1;1;0;1;0
"793";"Hyperolius_molleri";33;0;0;1;1;0;1;0
"794";"Hyperolius_nitidulus";35;0;1;0;1;0;1;0
"795";"Hyperolius_occidentalis";34;0;1;0;1;0;1;0
"796";"Hyperolius_ocellatus";34;0;1;0;1;0;1;0
"797";"Hyperolius_parkeri";28;0;1;0;1;0;1;0
"798";"Hyperolius_picturatus";34;0;1;1;1;0;1;0
"799";"Hyperolius_puncticulatus";43;0;1;1;1;0;1;0
"800";"Hyperolius_pusillus";25;0;1;0;1;0;1;0
"801";"Hyperolius_spatzi";31,3;0;1;0;1;NA;NA;NA
"802";"Hyperolius_substriatus";37;0;0;0;1;0;1;0
"803";"Hyperolius_sylvaticus";31;0;1;1;1;0;1;0
"804";"Hyperolius_thomensis";47;0;0;1;1;0;1;0
"805";"Hyperolius_tuberculatus";36;0;1;1;1;0;1;0
"806";"Hyperolius_tuberilinguis";40;0;1;1;1;0;1;0
"807";"Hyperolius_viridigulosus";37;0;1;1;1;NA;NA;NA
"808";"Hyperolius_watsonae";NA;0;0;0;1;0;1;0
"809";"Hypopachus_variolosus";53;1;1;1;0;0;1;0
"810";"Incilius_alvarius";165;0;1;0;0;0;1;0
"811";"Incilius_aucoinae";104,5;0;1;0;0;0;1;0
"812";"Incilius_coccifer";99;0;1;0;0;0;1;0
"813";"Incilius_coniferus";95;0;1;0;1;0;1;0
"814";"Incilius_luetkenii";107;0;1;0;0;0;1;0
"815";"Incilius_mazatlanensis";NA;0;1;1;0;0;1;0
"816";"Incilius_melanochlorus";106,7;0;1;0;0;0;1;0
"817";"Incilius_nebulifer";125;0;1;0;0;0;1;0
"818";"Incilius_valliceps";125;0;1;0;0;0;1;0
"819";"Indosylvirana_aurantiaca";38;0;1;1;1;0;1;0
"820";"Indosylvirana_temporalis";79,4;0;1;1;0;0;1;0
"821";"Ingerana_charlesdarwini";26;0;0;0;1;0;1;0
"822";"Ingerana_tenasserimensis";17,4;0;1;1;1;1;0;0
